Visual Peripheral - Visual Peripheral,Visual Peripheral - Visual Central,Visual Peripheral - Somato-Motor A,Visual Peripheral - Somato-Motor B,Visual Peripheral - Dorsal Attention A,Visual Peripheral - Dorsal Attention B,Visual Peripheral - Ventral Attention,Visual Peripheral - Salience,Visual Peripheral - Limbic A,Visual Peripheral - Limbic B,Visual Peripheral - Control C,Visual Peripheral - Control A,Visual Peripheral - Control B,Visual Peripheral - Auditory,Visual Peripheral - Default Mode C,Visual Peripheral - Default Mode A,Visual Peripheral - Default Mode B,Visual Central - Visual Central,Visual Central - Somato-Motor A,Visual Central - Somato-Motor B,Visual Central - Dorsal Attention A,Visual Central - Dorsal Attention B,Visual Central - Ventral Attention,Visual Central - Salience,Visual Central - Limbic A,Visual Central - Limbic B,Visual Central - Control C,Visual Central - Control A,Visual Central - Control B,Visual Central - Auditory,Visual Central - Default Mode C,Visual Central - Default Mode A,Visual Central - Default Mode B,Somato-Motor A - Somato-Motor A,Somato-Motor A - Somato-Motor B,Somato-Motor A - Dorsal Attention A,Somato-Motor A - Dorsal Attention B,Somato-Motor A - Ventral Attention,Somato-Motor A - Salience,Somato-Motor A - Limbic A,Somato-Motor A - Limbic B,Somato-Motor A - Control C,Somato-Motor A - Control A,Somato-Motor A - Control B,Somato-Motor A - Auditory,Somato-Motor A - Default Mode C,Somato-Motor A - Default Mode A,Somato-Motor A - Default Mode B,Somato-Motor B - Somato-Motor B,Somato-Motor B - Dorsal Attention A,Somato-Motor B - Dorsal Attention B,Somato-Motor B - Ventral Attention,Somato-Motor B - Salience,Somato-Motor B - Limbic A,Somato-Motor B - Limbic B,Somato-Motor B - Control C,Somato-Motor B - Control A,Somato-Motor B - Control B,Somato-Motor B - Auditory,Somato-Motor B - Default Mode C,Somato-Motor B - Default Mode A,Somato-Motor B - Default Mode B,Dorsal Attention A - Dorsal Attention A,Dorsal Attention A - Dorsal Attention B,Dorsal Attention A - Ventral Attention,Dorsal Attention A - Salience,Dorsal Attention A - Limbic A,Dorsal Attention A - Limbic B,Dorsal Attention A - Control C,Dorsal Attention A - Control A,Dorsal Attention A - Control B,Dorsal Attention A - Auditory,Dorsal Attention A - Default Mode C,Dorsal Attention A - Default Mode A,Dorsal Attention A - Default Mode B,Dorsal Attention B - Dorsal Attention B,Dorsal Attention B - Ventral Attention,Dorsal Attention B - Salience,Dorsal Attention B - Limbic A,Dorsal Attention B - Limbic B,Dorsal Attention B - Control C,Dorsal Attention B - Control A,Dorsal Attention B - Control B,Dorsal Attention B - Auditory,Dorsal Attention B - Default Mode C,Dorsal Attention B - Default Mode A,Dorsal Attention B - Default Mode B,Ventral Attention - Ventral Attention,Ventral Attention - Salience,Ventral Attention - Limbic A,Ventral Attention - Limbic B,Ventral Attention - Control C,Ventral Attention - Control A,Ventral Attention - Control B,Ventral Attention - Auditory,Ventral Attention - Default Mode C,Ventral Attention - Default Mode A,Ventral Attention - Default Mode B,Salience - Salience,Salience - Limbic A,Salience - Limbic B,Salience - Control C,Salience - Control A,Salience - Control B,Salience - Auditory,Salience - Default Mode C,Salience - Default Mode A,Salience - Default Mode B,Limbic A - Limbic A,Limbic A - Limbic B,Limbic A - Control C,Limbic A - Control A,Limbic A - Control B,Limbic A - Auditory,Limbic A - Default Mode C,Limbic A - Default Mode A,Limbic A - Default Mode B,Limbic B - Limbic B,Limbic B - Control C,Limbic B - Control A,Limbic B - Control B,Limbic B - Auditory,Limbic B - Default Mode C,Limbic B - Default Mode A,Limbic B - Default Mode B,Control C - Control C,Control C - Control A,Control C - Control B,Control C - Auditory,Control C - Default Mode C,Control C - Default Mode A,Control C - Default Mode B,Control A - Control A,Control A - Control B,Control A - Auditory,Control A - Default Mode C,Control A - Default Mode A,Control A - Default Mode B,Control B - Control B,Control B - Auditory,Control B - Default Mode C,Control B - Default Mode A,Control B - Default Mode B,Auditory - Auditory,Auditory - Default Mode C,Auditory - Default Mode A,Auditory - Default Mode B,Default Mode C - Default Mode C,Default Mode C - Default Mode A,Default Mode C - Default Mode B,Default Mode A - Default Mode A,Default Mode A - Default Mode B,Default Mode B - Default Mode B
0.377655468,0.661123684,0.172540257,0.117732749,0.488603819,-0.273802991,0.0353092483,-0.0668078639,0.131592751,-0.243035572,-0.187288217,-0.348917847,-0.554640761,0.318120154,-0.0728631064,-0.286621564,-0.218891195,0.297323139,0.200176434,0.0924609678,0.524064683,-0.0317551575,0.0121246952,-0.127268685,0.0286335252,-0.0234390353,-0.100182297,-0.36993823,-0.613162476,0.145999404,0.119890878,-0.11444093,-0.239599552,0.268297544,0.773045654,0.313164283,0.0415212333,-0.253303256,-0.559328744,0.169027536,-0.0177592413,-0.444489231,-0.297891935,-0.475703026,0.497232653,0.375445506,0.119634056,-0.0476429449,0.290518791,0.299898422,0.143844654,0.0143902431,-0.260956837,0.136592723,-0.128990375,-0.505651602,-0.244053906,-0.377945938,0.68508282,0.131037541,-0.078716937,-0.0191288315,0.304491232,0.435945767,0.115811366,-0.0530216526,0.0396385197,-0.208465305,-0.323745587,0.086417497,-0.504383415,0.30195552,-0.000649221173,-0.470293562,-0.346139917,0.288839857,0.318117052,0.14001844,-0.0493327487,-0.0919969712,-0.0415185874,0.319661014,-0.091319771,-0.0573924267,3.73325374E-05,-0.339227538,-0.371516955,0.234322187,0.768708933,-0.11148555,-0.372897787,-0.0834428394,0.146340171,-0.0961957664,0.111110761,-0.532685692,-0.683923875,-0.387523809,0.277720427,-0.205281336,-0.291810606,-0.0447302438,0.359393328,0.295533778,-0.0670806567,-0.736485352,-0.658433196,-0.10292305,0.070451785,-0.103705063,-0.247183767,-0.185946219,-0.173516626,0.332834731,0.19743673,0.0870275347,0.217198784,0.0707616825,0.156343166,-0.0194247147,0.11948179,-0.338270754,0.24572475,0.341765219,0.100580217,0.268062762,0.0927438568,0.330694522,-0.619471572,0.139160201,0.39478231,-0.262764823,0.360523336,0.525775917,-0.265026738,-0.286309413,-0.410918164,-0.213567916,0.311093163,-0.374807671,-0.186701508,0.164788439,0.259771109,0.264346005,0.0152026182,-0.172923302,0.220393229,0.263918888,0.661046117,-0.0550143085,0.308381258,0.35900529,0.283645785
0.35193813,0.67764276,0.02737737,-0.04519872,0.34243022,-0.21836022,-0.11408138,-0.05460818,-0.09674479,-0.24729759,-0.05812764,-0.26843489,-0.28926611,-0.04980499,-0.13950405,-0.18404739,-0.087175,0.53446102,0.30705927,0.19053356,0.42735911,0.06272833,0.11394451,-0.15759794,-0.27539397,-0.35284438,-0.08069799,-0.30032114,-0.44013205,-0.2623348,-0.13841524,-0.36263327,-0.38399004,0.42281122,0.79685358,-0.10211387,0.21733267,0.34582522,-0.18272421,-0.46278266,-0.42423247,-0.54947915,-0.46643818,-0.58786881,-0.0380557,-0.46866175,-0.48673649,-0.45316409,0.33087408,-0.12232559,0.27575622,0.47348749,-0.01463432,-0.41776181,-0.3808127,-0.53232564,-0.268917,-0.52460998,0.14190003,-0.50452594,-0.62658061,-0.48842385,0.41489601,0.58223102,0.12257744,-0.15477889,-0.02414277,-0.1530786,0.21433271,0.39945249,-0.22027569,-0.23098854,0.09801795,-0.35762801,-0.42217015,0.33782879,0.6188562,0.05161594,-0.30212074,-0.32715352,0.11207555,0.33126554,-0.36318307,-0.20841218,-0.18716966,-0.53736253,-0.66982942,0.32773038,0.57017945,-0.36608525,-0.51369169,-0.08257757,-0.02171776,-0.5679603,0.16075245,-0.52251781,-0.76260905,-0.62937258,0.24716035,-0.01183513,-0.18874936,0.11365381,0.04181332,-0.10097071,0.5591271,-0.36815071,-0.41893076,-0.01088504,0.10961263,0.42786231,-0.05430963,0.06333449,0.26850387,0.32626017,0.28681475,0.31614184,0.64036659,0.10506438,0.12947529,0.34135497,0.52037064,-0.05839536,0.41817632,0.50611967,0.4509007,0.26272751,0.37596806,0.30655168,-0.32237259,0.41142423,0.34908502,-0.16373516,0.38654556,0.46021291,-0.1269938,0.21704227,-0.03287399,-0.15187368,0.32127584,-0.03534629,0.24767909,0.58492741,0.51191556,0.30073784,-0.34337466,-0.28461665,0.39589972,0.32901893,0.62557681,0.23357822,0.44299783,0.58912985,0.40261907
0.274469408,0.582994988,0.0720853445,0.169330639,0.511568022,0.1616539,0.0826687308,-0.0306813046,-0.0455208026,-0.0586226552,-0.0088024769,0.11505069,-0.214193271,-0.0672395587,-0.118467993,-0.319869986,-0.334562944,0.210007728,0.417977499,0.500923806,0.185914362,0.0859557762,0.139283918,-0.171880029,0.0389104304,-0.0765836265,-0.145885367,-0.241355168,-0.430174917,0.088438258,-0.129694809,-0.208762824,-0.222082619,0.163572671,0.672131141,-0.14675246,0.141041473,0.209769324,-0.3201667,0.0943383274,-0.113076024,-0.403269802,-0.353113623,-0.579113319,-0.121604499,-0.221668299,-0.145121699,-0.0557794912,0.185599863,-0.132381979,0.105622902,0.262025605,-0.261705568,-0.111450178,0.0134012059,-0.260498356,-0.178461541,-0.391628693,0.000459124523,-0.231616822,-0.269648572,-0.183758219,0.258311648,0.579950014,0.301116261,0.399765611,-0.162981479,-0.163972154,0.185412335,0.487904359,-0.0530209349,-0.0907500812,0.00145095081,-0.54858934,-0.507541373,0.264200423,0.746452741,0.496213861,-0.350139103,-0.392713067,0.11959992,0.433235632,-0.234909392,-0.224766003,-0.143094126,-0.71243951,-0.697795772,0.219817104,0.57184461,-0.364580468,-0.274912271,0.223156607,0.231115071,-0.4185636,-0.0454184915,-0.262739514,-0.710168544,-0.665442203,0.245304821,-0.442873625,-0.432388564,0.48067769,0.386118775,0.057052386,0.064622267,-0.181690058,-0.485259368,-0.420736384,0.092471812,0.175176653,-0.402950045,-0.463307203,-0.212083342,0.345829916,0.0613420609,0.339939292,0.496661123,0.0964795306,-0.157340441,0.00522496205,0.210404528,0.0200065554,0.0929549401,0.258627442,0.20388676,0.252973734,0.307614104,0.20723334,0.0113738468,0.263621506,0.0306553017,-0.384099114,0.357054388,0.570848755,-0.361792897,0.043173605,-0.520246549,-0.592649619,0.304618947,-0.18012274,0.166389939,0.188370071,0.0587305703,0.208002272,0.0746939872,0.144262115,0.291529609,0.200851092,0.405616156,0.0479166722,0.304513059,0.70090972,0.322061319
0.394310697,0.431928424,-0.410783271,-0.329089016,0.659427991,-0.300202758,-0.282765549,0.0219507125,-0.0235296541,0.0761299401,-0.0857744231,0.0538855354,-0.0513998164,-0.0642955574,0.0074556606,-0.308901617,-0.109447848,0.298921148,-0.361229032,-0.132940055,0.137576605,-0.171527156,-0.0692345951,-0.0415785858,-0.269659274,0.000319748266,0.208531482,-0.221633363,-0.152459382,-0.158263647,0.140256655,-0.0522218546,-0.068347288,0.21875174,0.479184946,-0.157329239,0.471108373,0.256250967,-0.1264978,0.193764098,-0.133421991,-0.222097264,-0.102551246,-0.264390164,0.446249506,-0.140915663,-0.0588227348,-0.0260055925,0.219823337,-0.248167505,0.217114273,0.506073805,0.0924604162,-0.0840757155,-0.141799896,-0.191237411,-0.160058817,-0.268778492,0.530727614,-0.26499782,-0.174857794,-0.108888614,0.304370867,0.246098151,-0.00964924902,0.0387846019,0.228071074,0.0374291235,0.0273071198,0.528993406,-0.193217537,-0.0366549217,0.0821312843,-0.588162435,-0.47331791,0.223613072,0.588606522,0.236873204,0.130080522,-0.23898199,-0.00198112985,0.323894865,-0.472716071,0.103110487,-0.142261455,-0.478045259,-0.546099322,0.220930548,0.605292955,-0.120776308,-0.353089174,-0.0957528596,0.0919878341,-0.43226524,0.21872949,-0.53970835,-0.583780585,-0.533479304,0.227072338,-0.14558732,-0.0365917067,-0.116371601,-0.0410562315,-0.176981856,-0.0894923857,-0.666336497,-0.523015076,-0.203721583,0.0755789626,0.312419303,-0.176751811,0.186639308,-0.128831068,0.183963035,0.232745324,-0.107797524,-0.00241599552,0.0985171596,-0.143484739,-0.0688097058,0.140310509,-0.234770956,0.216832723,0.105186805,0.336523417,0.177518719,0.1448102,0.302181161,-0.368019006,0.242172445,0.164258977,-0.239703735,0.26585631,0.231650022,-0.0688833028,0.129880761,-0.49663729,-0.468083854,0.231308065,-0.362490723,0.0354637918,0.316423088,0.256670596,0.187582845,-0.142915292,-0.159452223,-0.0282303547,0.22902876,0.4301753,0.103497428,0.296894814,0.594090219,0.232449726
0.35882326,0.36957133,0.07280128,0.02163684,0.40158898,-0.03825368,0.23549691,0.11211772,0.07289379,-0.14977496,-0.18523141,-0.11045277,-0.22819409,0.20408414,-0.25294511,-0.36188716,-0.1500976,0.37214598,-0.16672217,0.16409345,0.35650445,0.21119125,0.33716092,0.2485834,0.01868955,-0.19191113,-0.08220743,0.0669666,-0.36762396,-0.1689319,0.08219497,-0.34791975,-0.41683139,0.34797113,0.39594004,-0.20727801,0.19649706,0.0012159,-0.31291315,0.11346715,-0.03307974,-0.46362079,-0.46158919,-0.3555638,0.49824948,-0.09993052,0.098041,0.18719447,0.29867686,-0.06777666,0.21565877,0.58759711,0.22697719,-0.0164545,-0.10083802,-0.27708411,-0.1139281,-0.46602861,0.3545778,-0.16310801,-0.30461473,-0.37974498,0.34053235,0.49396802,0.25630039,0.20992705,0.15773763,-0.28722952,-0.09058502,0.30296429,-0.33961118,-0.20941358,-0.00439576,-0.49976522,-0.46308823,0.36454405,0.45177684,0.28361218,0.05014608,-0.29915748,-0.39241703,0.11705927,-0.45418006,0.04970659,-0.17793318,-0.5160553,-0.37104596,0.38299926,0.68747522,0.00508938,-0.15146091,-0.27614113,0.17516191,-0.52365901,0.20784936,-0.39874422,-0.71239646,-0.55116993,0.37783243,-0.15562222,-0.24075311,-0.03457295,0.3909517,-0.12700159,0.12533878,-0.45918087,-0.69490007,-0.46241825,0.07626823,-0.02190314,-0.24224498,-0.0407149,-0.28262841,0.0913556,0.0911913,-0.07207173,0.13704041,0.08918461,0.23173261,-0.20973422,0.13399917,-0.05572721,0.22539257,0.41189997,0.23385714,0.41474361,0.12050347,0.44560809,-0.44496442,0.44262776,0.38401097,-0.20791727,0.46003027,0.39005518,-0.29507036,-0.14371664,-0.44818167,-0.40704369,0.48627815,-0.30780599,0.0388752,0.30764499,0.26112285,0.28214758,-0.38673725,-0.14987621,0.22480672,0.38977399,0.61966505,-0.0358418,0.43542008,0.50605106,0.43899905
0.1939963,0.70048839,0.42693065,0.38902835,0.67794417,0.36119004,0.13564871,-0.19996353,0.27011702,-0.31152429,-0.18044038,0.01372734,-0.36098944,0.16845635,0.29888671,-0.22472739,-0.17548162,0.19687749,0.57225626,0.57113239,0.69954442,0.47194869,0.29491307,-0.15505735,0.43692141,-0.44654951,0.00143827,0.20089501,-0.30185284,0.30886091,0.57473437,-0.21661872,-0.13553057,0.14374832,0.73548729,0.65894326,0.63781976,0.31262913,-0.12973282,0.36985493,-0.47289042,-0.28636325,0.33616897,-0.19660403,0.4505398,0.28666455,-0.37207155,-0.01817023,0.13343212,0.60946184,0.63837004,0.60140523,0.21915617,0.5475295,-0.63766397,-0.01086254,0.36580579,-0.2471444,0.45211211,0.37209677,-0.52996462,-0.13408093,0.17987769,0.78577395,0.45801939,0.01846488,0.48134334,-0.54038952,-0.23283578,0.45003492,-0.2237795,0.3263367,0.35283668,-0.4597987,-0.25634028,0.2106519,0.70610563,0.19738484,0.36671085,-0.51511486,-0.15328993,0.53079713,-0.25578701,0.26678216,0.32464545,-0.6817741,-0.31215035,0.150622,0.63448785,0.43331973,-0.56099329,0.12556688,0.43075409,-0.28947222,0.04451297,0.0931176,-0.70458683,-0.45204933,0.15046474,0.39627159,-0.50601385,0.37353109,0.27956686,0.15482037,-0.04020187,-0.12391953,-0.35235144,-0.20903179,0.06796516,-0.79466934,0.16400104,0.27285837,-0.06304936,0.37170986,0.39130625,-0.31341714,0.06590263,0.09625909,-0.20310721,-0.36866294,0.07446143,-0.2868087,-0.36754228,0.39612306,0.06486439,0.12370482,-0.10759801,0.1749175,-0.20077725,0.25839394,0.08383279,-0.01531074,0.13411536,0.35909123,0.238073,0.06822981,-0.31163689,-0.02970015,0.12463469,-0.02670529,-0.2338261,0.38439783,0.36916793,0.09364629,0.3354815,-0.20792691,0.46262994,0.110704,-0.14747154,0.02950009,0.12282222,0.38774024,0.14471677
0.323213,0.59446152,0.42116505,0.4520102,0.42157388,0.03577506,0.06316804,-0.26685713,0.20399986,0.14297597,-0.44915184,-0.16586286,-0.45001251,0.43146213,-0.01002267,-0.15752915,-0.11089933,0.3443851,0.2544889,0.26942523,0.20462675,0.08828717,-0.09933156,-0.31815203,0.09563316,-0.00636256,-0.16309238,-0.29647142,-0.3162111,0.23707845,0.22574384,0.01731518,-0.15144376,0.27507435,0.7976398,0.24513757,0.29291256,0.11863484,-0.35537234,0.2172595,0.16208085,-0.44836724,-0.2058415,-0.29365142,0.21568344,0.03234816,-0.12174445,-0.15748493,0.28981588,0.24538549,0.35586763,0.42997919,-0.19626984,0.11971891,0.04632927,-0.46847772,-0.12130936,-0.50741629,0.46806223,-0.09648593,-0.31398495,-0.35597333,0.31854984,0.54864851,0.21194332,-0.1041273,0.03399544,0.03336881,-0.26356584,0.35333799,-0.36646792,0.13841541,-0.04650431,-0.45696473,-0.48083389,0.34314667,0.52940622,0.16642862,-0.14198033,-0.26684978,0.02220261,0.3445822,-0.30489003,0.12844938,-0.11863561,-0.48034851,-0.61010818,0.36553939,0.49519694,-0.23809997,-0.33095099,-0.17258116,0.31684468,-0.58714455,0.34651226,-0.513481,-0.72569149,-0.61381553,0.30811865,-0.42311682,-0.42623974,0.0350006,0.49312455,0.0350821,0.1562665,-0.55834505,-0.55148028,-0.13189835,0.0881171,0.35376121,-0.08342973,-0.31432342,-0.04478231,0.17408006,0.29592723,0.31278084,0.22183526,0.10076247,-0.32282417,-0.12556808,0.07460221,0.11664884,0.06708928,0.17713094,0.35609696,0.36609513,-0.06963636,0.24308555,-0.32113748,0.31080438,0.44203519,-0.05542065,0.38286427,0.18217705,0.11844964,-0.26447506,-0.5938421,-0.28938069,0.38815975,-0.33592066,0.10572736,0.34763674,0.55148364,0.25652882,-0.15484796,-0.27884587,-0.03646467,0.35776676,0.67760315,0.06584724,0.46684365,0.53229813,0.33647964
0.1641081,0.60862125,0.08920941,0.08699012,0.38943334,-0.14690819,0.02657536,-0.18244416,0.19564742,0.02790796,0.05685384,-0.19400825,-0.46193682,-0.21722129,0.00549667,-0.10158848,-0.18106441,0.18015818,0.18615844,0.31605186,0.33470539,0.00639314,0.28314515,-0.09930236,0.16604498,0.03561495,0.31519204,-0.1873159,-0.50682909,-0.17351935,0.14382944,-0.11507258,-0.42006563,0.12770256,0.65939024,-0.34031394,0.11528286,0.24815748,-0.2541173,0.07184606,0.25773849,0.00494605,-0.46524769,-0.43923558,-0.03732146,-0.02692066,0.12167286,-0.13381974,0.12038025,-0.26152934,0.01888027,0.30218046,-0.12465432,0.0276183,0.02561944,0.10505462,-0.27216108,-0.36912872,0.0082739,-0.04951808,-0.02950801,-0.14951699,0.19669542,0.24518941,-0.1212156,-0.06299043,0.13428879,0.04497075,0.29009265,0.38205633,-0.02552042,-0.31924377,0.3349261,-0.07773805,-0.33246217,0.16774998,0.48696159,0.44214049,-0.48335302,-0.35562438,0.08097553,0.27230537,-0.01348656,0.130246,0.06232725,-0.32244197,-0.39663228,0.16391714,0.70117413,-0.44148377,-0.29492677,-0.0169305,-0.03300977,-0.28598264,0.36534512,-0.21633995,-0.47427346,-0.34763797,0.16226922,-0.57844993,-0.4526549,-0.09328387,0.37753672,0.12209437,0.5355729,-0.35945058,-0.67518949,-0.17220261,0.05807477,0.61001773,0.24811028,-0.29186341,-0.19867596,-0.35504754,0.33105495,0.46161271,0.0611492,0.06442633,0.1934546,-0.20782453,-0.09555268,-0.35795874,0.20269828,0.33914009,-0.05591836,0.14454016,-0.04718601,-0.20277685,-0.36901379,0.38335403,0.25919471,-0.23528504,0.2445428,0.65482856,0.00513192,-0.27178094,-0.50098537,-0.26567666,0.17619408,0.07261552,-0.24489638,-0.04312336,0.11597133,0.11928669,-0.29939137,-0.36539201,0.28019532,0.13544705,0.57759985,0.09509273,0.15741917,0.39294529,0.13418401
0.37789737,0.60083541,0.15093982,0.05494055,0.46300643,0.07676569,0.18923843,0.04082842,0.24828707,0.03402748,-0.16885752,-0.18648233,-0.34141335,0.13681623,-0.144249,-0.28100324,-0.07514025,0.56722435,0.05723152,-0.09084203,0.00140488,-0.14653969,0.16344145,0.16944428,-0.12717345,0.20785014,0.07281112,-0.27266964,-0.18866498,-0.24093064,-0.1172589,-0.31701718,-0.25409282,0.38248318,0.58773815,0.06723749,0.42535138,0.33521069,-0.19995307,0.04499267,-0.0976376,-0.45621273,-0.17412643,-0.30334558,0.05562567,-0.212469,-0.31189356,-0.05322065,0.37321947,-0.06776117,0.24609194,0.51035867,-0.01790892,0.17360993,-0.11253388,-0.54754806,-0.23923126,-0.47613336,0.36904959,-0.20595736,-0.30756017,0.06098063,0.31432733,0.5879693,0.13677489,0.03357766,0.35503775,-0.17933328,-0.22303141,0.29573921,-0.32289861,0.18854172,-0.19583882,-0.27603107,-0.07359263,0.36231373,0.41472639,0.08679359,0.14235872,-0.09728662,-0.34061935,0.17677199,-0.3267549,0.03112926,-0.36468722,-0.31366069,-0.06387092,0.33356443,0.65958907,0.10833352,-0.00274418,-0.45986491,-0.15178043,-0.51597452,0.15623923,-0.53743237,-0.74830524,-0.15282034,0.24170274,-0.15132024,0.05228781,-0.03234007,0.12056747,-0.00113829,-0.08437452,-0.45096563,-0.64887297,-0.27462059,0.13810397,-0.16922979,-0.38870941,-0.17014074,-0.42617273,0.69664135,0.0720042,-0.00445715,0.48889617,0.08756898,0.08126438,-0.06184509,0.10458709,-0.20626128,-0.13513848,0.02494057,0.08043764,0.34364244,0.05311798,0.43944108,-0.3773908,0.38243793,0.46071052,-0.24274746,0.32003057,0.56417849,-0.08615752,-0.05315649,-0.1128331,-0.22562223,0.33289207,-0.34162774,0.23430148,0.3479168,-0.03651893,0.35497136,-0.05388578,-0.03437688,0.521358,0.35956791,0.64401502,0.08537151,0.36864205,0.36201624,0.28594897
0.364127665,0.241032404,0.172517462,-0.0216352462,0.475598157,-0.0815706817,0.108363949,0.11925021,-0.0988398974,0.0517658079,0.0341102654,-0.328664628,-0.238455728,0.26445391,-0.281431276,-0.225725011,-0.0449576289,0.391455589,0.0715975198,0.133006731,0.228124343,0.139570397,0.500346498,0.305282112,-0.404888287,-0.353882822,0.221653347,-0.0097494715,-0.33089349,0.0719183604,-0.240515771,-0.500337818,-0.428842857,0.275906766,0.603027588,0.0853204155,0.306825902,-0.0137636628,-0.388521371,-0.043394408,0.0280505783,0.0445388261,-0.104426628,-0.184866766,0.0589284789,0.118330002,-0.103080884,-0.340412926,0.209181173,-0.159285271,0.185151057,0.223529021,-0.226186459,-0.158213277,-0.0174395025,-0.0608349079,-0.0709881451,-0.208190759,0.0638390525,-0.0282924781,-0.205677439,-0.304390624,0.365289894,0.440154066,-0.0757509865,0.00118589485,-0.127581742,-0.149814969,0.205716279,0.374229503,-0.180863856,0.0851512729,0.0098158492,-0.278802585,-0.353546228,0.256094971,0.10661566,0.0150281977,-0.165462388,-0.146496561,0.0637885094,0.365955907,-0.216404717,-0.0253782675,-0.0291286589,-0.292731738,-0.408129359,0.299099037,0.598537145,-0.510481255,-0.320359458,0.186722668,-0.126835446,-0.291957144,0.169583335,-0.456399089,-0.615264768,-0.350850065,0.289009547,-0.380208563,-0.285532141,0.197653322,-0.109987023,-0.0490658997,0.245798422,-0.50103314,-0.478862817,0.00128897782,0.111204668,0.430344184,-0.304531417,-0.0629628388,-0.0164478052,0.20779814,0.103762599,0.314496754,0.643301505,0.083252828,-0.285457562,-0.283972182,-0.00207111588,-0.0196798725,0.0639970912,0.330854166,0.404119596,0.357172197,-0.0065508593,-0.000432804644,0.132492603,0.21025985,0.100688183,-0.347764112,0.338755261,0.175852963,-0.258051557,0.100088261,-0.194225393,-0.429015338,0.248919954,-0.224062387,0.0385037664,0.184118813,0.13114121,0.236084099,-0.218940342,-0.259524614,0.351456637,0.334307829,0.586904621,-0.165205386,0.316889727,0.255531852,0.331338439
0.286806084,0.509244461,-0.00813564187,-0.0672813476,0.646726982,0.0535593638,0.0654687289,0.0294681407,-0.0535357596,-0.170578081,-0.217219771,-0.127682433,-0.38114288,-0.0863149339,-0.342487675,-0.254061671,0.0226483322,0.217740347,0.196698476,0.0941519903,0.257509366,0.00669724757,0.181576942,0.00907908701,-0.0606309221,-0.173321838,-0.0610554961,0.000688763993,-0.272192257,-0.0639775852,-0.0288373121,-0.295801561,-0.261501121,0.245373474,0.661376798,0.090310342,0.29296991,-0.0772614202,-0.378560623,0.0586902366,0.0523522248,-0.522101843,-0.24410707,-0.329290058,0.166174661,0.144519093,-0.0963095357,-0.102677312,0.17982775,-0.053948688,0.161042077,0.109117169,-0.233761173,0.085407554,-0.0215464393,-0.378596732,-0.303864314,-0.274421046,0.254456226,0.0677753751,-3.25385543E-05,-0.138528439,0.320896873,0.59537936,0.0257513482,-0.11188878,-0.129713717,-0.120144011,-0.296370157,0.0486041857,-0.457728156,-0.2033931,-0.224680486,-0.292343409,-0.120234278,0.305158723,0.263302669,-0.179658261,-0.156335194,-0.00853621178,-0.261497949,0.141468807,-0.322464466,-0.183380383,-0.235429267,-0.315281347,-0.204281307,0.246164921,0.648443774,-0.190358981,-0.366708678,0.23714815,0.289990756,-0.222562028,-0.106544026,-0.342337743,-0.562408579,-0.504749327,0.333491221,-0.345251104,-0.535977994,0.49978029,0.407564264,0.137508048,-0.126879068,-0.38908347,-0.529381766,-0.377163109,0.0856576587,0.428925816,-0.350543838,-0.282197223,-0.139720545,0.206387747,0.220909561,0.259815345,0.376963448,0.09389348,-0.312046377,-0.0455676336,0.0680730342,0.133521665,0.162431902,0.241688801,0.410318607,0.32477262,0.287841569,0.38251086,-0.278196984,-0.0635544897,0.0223338704,-0.340548732,0.383296294,0.52006743,-0.348672716,-0.181782267,-0.585386695,-0.52181349,0.34214534,-0.296657482,-0.0530845334,-0.0365133306,-0.0931651314,0.1815932,0.0596329376,0.219303078,0.397777858,0.314234875,0.603427369,-0.0880370318,0.298864491,0.345497358,0.315304135
